date,position_cost,position_mtm,n_open_lots,n_tickers,realized_pnl,unrealized_pnl,total_pnl,daily_pnl,cum_pnl
2025-02-24,4150010.0,4903487.03846279,10,6,1757615.369988533,753477.0384627903,2511092.4084513234,-80091.68263928918,2511092.4084513234
2025-02-25,4150010.0,4811996.359569753,10,6,1757615.369988533,661986.3595697526,2419601.7295582853,-91490.67889303807,2419601.7295582853
2025-02-26,4150010.0,4883300.170015608,10,6,1757615.369988533,733290.1700156084,2490905.5400041416,71303.8104458563,2490905.5400041416
2025-02-27,4150010.0,4623505.93778199,10,6,1757615.369988533,473495.9377819897,2231111.307770523,-259794.23223361885,2231111.307770523
2025-02-28,4150010.0,4747743.642264154,10,6,1757615.369988533,597733.6422641542,2355349.012252687,124237.70448216423,2355349.012252687
2025-03-03,4150010.0,4490819.233552435,10,6,1757615.369988533,340809.23355243605,2098424.603540969,-256924.40871171793,2098424.603540969
2025-03-04,4150010.0,4522145.171437426,10,6,1757615.369988533,372135.17143742595,2129750.5414259587,31325.93788498966,2129750.5414259587
2025-03-05,4150010.0,4553893.084065384,10,6,1757615.369988533,403883.0840653843,2161498.4540539174,31747.912627958693,2161498.4540539174
2025-03-06,4150010.0,4398562.284306047,10,6,1757615.369988533,248552.28430604638,2006167.6542945793,-155330.79975933814,2006167.6542945793
2025-03-07,4150010.0,4458017.180163223,10,6,1757615.369988533,308007.18016322324,2065622.5501517563,59454.895857176976,2065622.5501517563
2025-03-10,4150010.0,4275834.478948864,10,6,1757615.369988533,125824.47894886398,1883439.848937397,-182182.70121435937,1883439.848937397
2025-03-11,4150010.0,4284706.64079101,10,6,1757615.369988533,134696.64079100965,1892312.0107795426,8872.161842145724,1892312.0107795426
2025-03-12,4150010.0,4412805.242224342,10,6,1757615.369988533,262795.24222434236,2020410.6122128754,128098.60143333278,2020410.6122128754
2025-03-13,4150010.0,4364861.267171134,10,6,1757615.369988533,214851.267171135,1972466.637159668,-47943.97505320748,1972466.637159668
2025-03-14,4150010.0,4519895.089096859,10,6,1757615.369988533,369885.0890968588,2127500.459085392,155033.82192572393,2127500.459085392
2025-03-17,4150010.0,4480052.142248096,10,6,1757615.369988533,330042.1422480956,2087657.5122366287,-39842.94684876315,2087657.5122366287
2025-03-18,4150010.0,4380059.78973305,10,6,1757615.369988533,230049.78973305057,1987665.1597215836,-99992.35251504509,1987665.1597215836
2025-03-19,4150010.0,4441420.031688507,10,6,1757615.369988533,291410.03168850637,2049025.4016770395,61360.24195545586,2049025.4016770395
2025-03-20,4150010.0,4456217.666296749,10,6,1757615.369988533,306207.6662967493,2063823.0362852823,14797.634608242894,2063823.0362852823
2025-03-21,4150010.0,4465077.698027143,10,6,1757615.369988533,315067.698027143,2072683.068015676,8860.031730393646,2072683.068015676
2025-03-24,4150010.0,4572646.861371732,10,6,1757615.369988533,422636.86137173243,2180252.2313602655,107569.16334458953,2180252.2313602655
2025-03-25,4150010.0,4573948.352296916,10,6,1757615.369988533,423938.35229691654,2181553.7222854495,1301.4909251839854,2181553.7222854495
2025-03-26,4150010.0,4407926.985023134,10,6,1757615.369988533,257916.9850231338,2015532.3550116667,-166021.36727378285,2015532.3550116667
2025-03-27,4150010.0,4369087.289715248,10,6,1757615.369988533,219077.28971524886,1976692.6597037818,-38839.69530788483,1976692.6597037818
2025-03-28,4150010.0,4289105.89902195,10,6,1757615.369988533,139095.8990219491,1896711.2690104821,-79981.3906932997,1896711.2690104821
2025-03-31,4150010.0,4279979.880897341,10,6,1757615.369988533,129969.88089734179,1887585.2508858747,-9126.018124607392,1887585.2508858747
2025-04-01,4150010.0,4321771.228863106,10,6,1757615.369988533,171761.2288631065,1929376.5988516395,41791.34796576481,1929376.5988516395
2025-04-02,4150010.0,4339142.624920608,10,6,1757615.369988533,189132.6249206072,1946747.9949091403,17371.396057500737,1946747.9949091403
2025-04-03,4150010.0,4040750.9279971565,10,6,1757615.369988533,-109259.07200284362,1648356.2979856892,-298391.69692345103,1648356.2979856892
2025-04-04,4150010.0,3804619.516778857,10,6,1757615.369988533,-345390.48322114325,1412224.8867673897,-236131.41121829953,1412224.8867673897
2025-04-07,4150010.0,3846081.580676133,10,6,1757615.369988533,-303928.4193238675,1453686.9506646655,41462.06389727583,1453686.9506646655
2025-04-08,4150010.0,3763007.9431816246,10,6,1757615.369988533,-387002.0568183753,1370613.3131701576,-83073.63749450794,1370613.3131701576
2025-04-09,4150010.0,4288597.998208681,10,6,1757615.369988533,138587.9982086811,1896203.368197214,525590.0550270565,1896203.368197214
2025-04-10,4150010.0,4094185.2229677076,10,6,1757615.369988533,-55824.777032291735,1701790.5929562412,-194412.77524097287,1701790.5929562412
2025-04-11,4150010.0,4205844.337705537,10,6,1757615.369988533,55834.3377055367,1813449.7076940697,111659.1147378285,1813449.7076940697
2025-04-14,4150010.0,4219924.029197499,10,6,1757615.369988533,69914.02919749946,1827529.3991860324,14079.691491962643,1827529.3991860324
2025-04-15,4150010.0,4245517.8523799265,10,6,1757615.369988533,95507.85237992663,1853123.2223684597,25593.823182427324,1853123.2223684597
2025-04-16,4150010.0,4041751.2728198455,10,6,1757615.369988533,-108258.72718015446,1649356.6428083784,-203766.57956008124,1649356.6428083784
2025-04-17,4150010.0,3990093.9820470666,10,6,1757615.369988533,-159916.0179529338,1597699.3520355993,-51657.290772779146,1597699.3520355993
2025-04-21,4150010.0,3872440.7548005017,10,6,1757615.369988533,-277569.2451994987,1480046.1247890342,-117653.22724656505,1480046.1247890342
2025-04-22,4150010.0,3950146.702970759,10,6,1757615.369988533,-199863.297029241,1557752.072959292,77705.94817025773,1557752.072959292
2025-04-23,4150010.0,4059453.279580395,10,6,1757615.369988533,-90556.72041960478,1667058.6495689282,109306.57660963619,1667058.6495689282
2025-04-24,4150010.0,4159980.140931411,10,6,1757615.369988533,9970.140931411603,1767585.5109199446,100526.86135101644,1767585.5109199446
2025-04-25,4150010.0,4260946.68245906,10,6,1757615.369988533,110936.68245906007,1868552.052447593,100966.54152764846,1868552.052447593
2025-04-28,4150010.0,4216661.598843988,10,6,1757615.369988533,66651.59884398832,1824266.9688325212,-44285.08361507184,1824266.9688325212
2025-04-29,4150010.0,4227191.542697651,10,6,1757615.369988533,77181.54269765156,1834796.9126861845,10529.94385366328,1834796.9126861845
2025-04-30,4150010.0,4227682.508454122,10,6,1757615.369988533,77672.50845412204,1835287.878442655,490.96575647057034,1835287.878442655
2025-05-01,4150010.0,4293284.849292375,10,6,1757615.369988533,143274.84929237576,1900890.2192809088,65602.34083825373,1900890.2192809088
2025-05-02,4150010.0,4315544.265875088,10,6,1757615.369988533,165534.2658750884,1923149.6358636213,22259.416582712438,1923149.6358636213
2025-05-05,4150010.0,4267620.601255088,10,6,1757615.369988533,117610.6012550882,1875225.971243621,-47923.66462000017,1875225.971243621
2025-05-06,4150010.0,4258584.894017472,10,6,1757615.369988533,108574.89401747179,1866190.2640060047,-9035.707237616414,1866190.2640060047
2025-05-07,4150010.0,4324614.584999423,10,6,1757615.369988533,174604.58499942243,1932219.9549879553,66029.69098195061,1932219.9549879553
2025-05-08,4150010.0,4340564.39871253,10,6,1757615.369988533,190554.39871252992,1948169.768701063,15949.813713107724,1948169.768701063
2025-05-09,4150010.0,4331717.84721937,10,6,1757615.369988533,181707.84721937065,1939323.2172079035,-8846.551493159495,1939323.2172079035
2025-05-12,4150010.0,4537712.956481244,10,6,1757615.369988533,387702.95648124506,2145318.326469778,205995.10926187458,2145318.326469778
2025-05-13,4150010.0,4692896.744642731,10,6,1757615.369988533,542886.7446427313,2300502.1146312645,155183.7881614864,2300502.1146312645
2025-05-14,4150010.0,4799820.306557701,10,6,1757615.369988533,649810.3065577009,2407425.6765462337,106923.56191496924,2407425.6765462337
2025-05-15,4150010.0,4779460.423271597,10,6,1757615.369988533,629450.4232715975,2387065.7932601306,-20359.88328610314,2387065.7932601306
2025-05-16,4150010.0,4790757.830930266,10,6,1757615.369988533,640747.8309302657,2398363.200918799,11297.407658668235,2398363.200918799
2025-05-19,4150010.0,4783441.721792891,10,6,1757615.369988533,633431.7217928899,2391047.091781423,-7316.109137375839,2391047.091781423
2025-05-20,4150010.0,4747760.036515206,10,6,1757615.369988533,597750.0365152064,2355365.4065037393,-35681.68527768366,2355365.4065037393
2025-05-21,4150010.0,4669408.939195244,10,6,1757615.369988533,519398.93919524393,2277014.309183777,-78351.09731996246,2277014.309183777
2025-05-22,4150010.0,4689439.01971059,10,6,1757615.369988533,539429.0197105907,2297044.389699124,20030.080515346956,2297044.389699124
2025-05-23,4150010.0,4627288.330349856,10,6,1757615.369988533,477278.33034985594,2234893.700338389,-62150.68936073501,2234893.700338389
2025-05-27,4150010.0,4742250.645874643,10,6,1757615.369988533,592240.6458746435,2349856.0158631764,114962.31552478764,2349856.0158631764
2025-05-28,4150010.0,4727573.999048999,10,6,1757615.369988533,577563.9990489989,2335179.369037532,-14676.646825644653,2335179.369037532
2025-05-29,4150010.0,4816379.446270004,10,6,1757615.369988533,666369.4462700043,2423984.816258537,88805.44722100534,2423984.816258537
2025-05-30,4150010.0,4736458.211284873,10,6,1757615.369988533,586448.2112848725,2344063.5812734053,-79921.23498513177,2344063.5812734053
2025-06-02,4150010.0,4788424.701555009,10,6,1757615.369988533,638414.7015550089,2396030.0715435417,51966.49027013639,2396030.0715435417
2025-06-03,4150010.0,4873373.18031434,10,6,1757615.369988533,723363.1803143399,2480978.550302873,84948.47875933116,2480978.550302873
2025-06-04,4150010.0,4887399.228210151,10,6,1757615.369988533,737389.2282101513,2495004.5981986844,14026.047895811498,2495004.5981986844
2025-06-05,4150010.0,4838469.84168935,10,6,1757615.369988533,688459.84168935,2446075.211677883,-48929.38652080158,2446075.211677883
2025-06-06,4150010.0,4895656.873087652,10,6,1757615.369988533,745646.8730876517,2503262.2430761848,57187.031398301944,2503262.2430761848
2025-06-09,4150010.0,4906828.313579935,10,6,1757615.369988533,756818.313579935,2514433.683568468,11171.440492283087,2514433.683568468
2025-06-10,4150010.0,4940471.931467153,10,6,1757615.369988533,790461.931467153,2548077.301455686,33643.61788721802,2548077.301455686
