date,position_cost,position_mtm,position_cost_stock,position_cost_option,position_mtm_stock,position_mtm_option,n_open_lots,n_open_stock_lots,n_open_option_lots,n_tickers,realized_pnl,unrealized_pnl,total_pnl,daily_pnl,cum_pnl
2025-10-17,22806077.370300293,33426481.739841018,4150010.0,18656067.370300293,5980793.190705845,27445688.549135175,21,10,11,7,1757615.369988533,10620404.369540725,12378019.739529258,229605.11795018055,12378019.739529258
2025-10-20,22806077.370300293,33572421.41968441,4150010.0,18656067.370300293,6018864.853227039,27553556.56645737,21,10,11,7,1757615.369988533,10766344.049384113,12523959.419372646,145939.6798433885,12523959.419372646
2025-10-21,22806077.370300293,33450580.63532744,4150010.0,18656067.370300293,5997323.155179548,27453257.48014789,21,10,11,7,1757615.369988533,10644503.265027147,12402118.63501568,-121840.78435696661,12402118.63501568
2025-10-22,22806077.370300293,33270420.5942357,4150010.0,18656067.370300293,5954603.090229552,27315817.50400614,21,10,11,7,1757615.369988533,10464343.223935401,12221958.593923934,-180160.04109174572,12221958.593923934
2025-10-23,22806077.370300293,33483899.896715447,4150010.0,18656067.370300293,6002005.786863585,27481894.109851863,21,10,11,7,1757615.369988533,10677822.526415154,12435437.896403687,213479.30247975327,12435437.896403687
2025-10-24,22806077.370300293,33956097.577730305,4150010.0,18656067.370300293,6104692.152865413,27851405.424864884,21,10,11,7,1757615.369988533,11150020.207430005,12907635.577418538,472197.68101485074,12907635.577418538
2025-10-27,22806077.370300293,34592005.461869836,4150010.0,18656067.370300293,6242869.268807481,28349136.19306236,21,10,11,7,1757615.369988533,11785928.09156955,13543543.461558083,635907.8841395453,13543543.461558083
2025-10-28,22806077.370300293,35535382.87972447,4150010.0,18656067.370300293,6442095.05465514,29093287.825069323,21,10,11,7,1757615.369988533,12729305.509424174,14486920.879412707,943377.4178546239,14486920.879412707
2025-10-29,22806077.370300293,36140168.31390319,4150010.0,18656067.370300293,6569843.786317856,29570324.527585335,21,10,11,7,1757615.369988533,13334090.943602901,15091706.313591434,604785.4341787267,15091706.313591434
2025-10-30,22806077.370300293,35749892.27865305,4150010.0,18656067.370300293,6484020.763651908,29265871.515001144,21,10,11,7,1757615.369988533,12943814.908352759,14701430.278341291,-390276.0352501422,14701430.278341291
2025-10-31,22806077.370300293,35739588.36727017,4150010.0,18656067.370300293,6495572.632300125,29244015.73497004,21,10,11,7,1757615.369988533,12933510.996969877,14691126.36695841,-10303.911382881925,14691126.36695841
2025-11-03,22806077.370300293,36166185.115468055,4150010.0,18656067.370300293,6590763.497804423,29575421.617663626,21,10,11,7,1757615.369988533,13360107.74516776,15117723.115156293,426596.74819788337,15117723.115156293
2025-11-04,22806077.370300293,35372634.519095704,4150010.0,18656067.370300293,6421937.845918063,28950696.67317764,21,10,11,7,1757615.369988533,12566557.148795411,14324172.518783944,-793550.5963723492,14324172.518783944
2025-11-05,22806077.370300293,35035756.77340223,4150010.0,18656067.370300293,6352012.826031837,28683743.94737039,21,10,11,7,1757615.369988533,12229679.403101938,13987294.77309047,-336877.74569347315,13987294.77309047
